,project_link,title,description,card_category,amt_raised,days_left
55,https://www.indiegogo.com/projects/loosing-venice/pica,Loosing Venice,Photographic project dedicated to make  people aware of the problem of depopulation  in Venice,Photography,€470 EUR raised 8%,Ended
56,https://www.indiegogo.com/projects/a-new-life--77/pica,A New Life,Help me to get my dream of starting in Business,Photography,£303 GBP raised 6%,Ended
57,https://www.indiegogo.com/projects/photographic-trip-of-faces/pica,Photographic trip of faces,I would like to continue my photo catalogue of faces around the world. Help me do the USA and Canada,Photography,$20 USD raised 2%,Ended
58,https://www.indiegogo.com/projects/rich-wexler-viewmaster-and-polaroid-project/pica,Rich Wexler Viewmaster and Polaroid Project,"I am fundraising to build my unique 3D photography business, fund my show in April, and give back.",Photography,"$1,948 USD raised 60%",Ended
59,https://www.indiegogo.com/projects/--19039/pica,.,.,Photography,$327 USD raised 2%,Ended
60,https://www.indiegogo.com/projects/libro-puno-y-letra-handwritten-the-book/pica,"Libro Puño y Letra -Handwritten, the book",Preventa del libro Puño y Letra. Instantáneas intervenidas cuentan una historia de resiliencia.,Photography,"$2,517 USD raised 46%",Ended
61,https://www.indiegogo.com/projects/flash-a-photobook/pica,"FLASH,  A Photobook",A book about the nature of instant gratification in photography using the revived instant print.,Photography,$895 USD raised 15%,Ended
62,https://www.indiegogo.com/projects/blues-at-home-traveling-exhibition/pica,Blues at Home Traveling Exhibition,"Portraits and Voices of Mississippi's Living Blues Legends traveling to Annapolis, MD.",Photography,$560 USD raised 6%,Ended
63,https://www.indiegogo.com/projects/star-wars-by-covengirls/pica,Star Wars by CovenGirls,Cosplay photoshoots and a website to take on the world // Cosplays y una web para dominar el mundo,Photography,$216 USD raised 11%,Ended
64,https://www.indiegogo.com/projects/crisol-cultural-linking-stories/pica,CRISOL CULTURAL: Linking Stories,I photographed people from 100 countries living in my city. Now I go for a new challenge.,Photography,"$3,681 USD raised 10%",Ended
65,https://www.indiegogo.com/projects/dressed-in-layers-a-hanbok-project/pica,Dressed in Layers: A Hanbok Project,"A project using hanbok to explore notions of home, land, and community.",Photography,"$2,631 CAD raised 75%",Ended
66,https://www.indiegogo.com/projects/the-big-book-of-pit-bull-headshots-from-hollywood/pica,The Big Book of Pit Bull Headshots from Hollywood,An Awesome Book of Happy Pitty Headshots. Promoting Pit Bull Awareness Worldwide,Photography,"$4,008 USD raised 40%",Ended
67,https://www.indiegogo.com/projects/7-nation-summer-project/pica,7 Nation Summer Project,"Capturing stories, testimonies and beautiful photography on the mission field across the globe.",Photography,$905 USD raised 10%,Ended
68,https://www.indiegogo.com/projects/jonny-tesfaye-imagery/pica,Jonny Tesfaye Imagery,I'm determined to follow my passion for creative imagery–I know I can do it with your support!,Photography,"$2,115 USD raised 42%",Ended
69,https://www.indiegogo.com/projects/where-i-am/pica,Where I Am,is home something that you can take with you - a Kansas City/Brazil cultural exchange,Photography,"$1,064 USD raised 24%",Ended
70,https://www.indiegogo.com/projects/arnold-rammo-photography-book/pica,Arnold Rammo Photography Book,"Thousands of photos from behind the Iron Curtain. Estonia, years 1955-1990.  Photography book.",Photography,€110 EUR raised 2%,Ended
71,https://www.indiegogo.com/projects/my-first-photo-exhibition-behind-the-scenes/pica,My first photo exhibition Behind the scenes,"""Behind the scenes""shows the real life and passion of ballet that is hidden from the spectators' eye",Photography,$185 USD raised 9%,Ended
72,https://www.indiegogo.com/projects/menschen-die-behaupten-sich-zu-lieben/pica,"Menschen, die behaupten sich zu lieben","""people that claim to love one another"" a  photographic book about love and its authenticity",Photography,"€1,761 EUR raised 25%",Ended
