,project_link,title,description,card_category,amt_raised,days_left
47,https://www.indiegogo.com/projects/the-movement--63/pica,The Movement,A mobile app designed to increase voter turnout and dismantle systemic racism,Human Rights,"$8,252 USD raised 83%",Ended
48,https://www.indiegogo.com/projects/sawa-kenya--3/pica,SAWA Kenya,"We hit $8,000 but we're still going. Help us put more girls in Kenya back in school!",Human Rights,"$15,665 USD raised 193%",
49,https://www.indiegogo.com/projects/menstrual-hygiene-project--2/pica,Menstrual Hygiene Project,Supporting girls education in rural Cameroon through menstrual hygiene supplies and resources.,Human Rights,€85 EUR raised 3%,Ended
50,https://www.indiegogo.com/projects/help-defend-soldiers-of-christ-defeat-isis/pica,Help Defend Soldiers of Christ & Defeat ISIS,"Open your mouth judge righteously, defend the rights of the poor and the needy.
 Proverbs 31:9",Human Rights,$325 USD raised 1%,Ended
51,https://www.indiegogo.com/projects/vaccini-puliti-raccolta-fondi-per-le-2-analisi/pica,Vaccini Puliti - Raccolta fondi per le 2 analisi,"Ci sono 2 vaccini da far analizzare, servono le vostre donazioni.
Chiedi anche tu vaccini puliti!",Human Rights,€246 EUR raised 20%,Ended
52,https://www.indiegogo.com/projects/corey-feldman-s-truth-campaign/pica,Corey Feldman's TRUTH Campaign,Please help us uncover the TRUTH through Coreys story in a film of his life.,Human Rights,"$273,151 USD raised 27%",Ended
53,https://www.indiegogo.com/projects/1-million-steps-towards-gender-equality/pica,1 million steps towards gender equality,Walking from East to West India to raise money and awareness for gender equality,Human Rights,€650 EUR raised 85%,Ended
54,https://www.indiegogo.com/projects/freedom-fund-21-building-freedom-with-your-help/pica,FREEDOM FUND 21: Building Freedom With Your Help!,"We Can't Start Building the City of Freedom, GA without YOU! A $500,000 Performance Bond is NEXT!",Human Rights,"$1,070 USD raised 0%",Ended
55,https://www.indiegogo.com/projects/save-the-grain-tower-kent-uk--2/pica,"Save The Grain Tower -Kent, UK",Help us to save The Grain Tower - the magnificent sea fort in Kent (UK),Human Rights,£15 GBP raised 0%,Ended
56,https://www.indiegogo.com/projects/el-potazo-de-el-pitazo/pica,El Potazo de El Pitazo,Help us climb the hill of censorship in Venezuela/Ayúdanos a subir la cuesta de la censura,Human Rights,"$13,166 USD raised 66%",Ended
57,https://www.indiegogo.com/projects/justice-now-for-dr-congo/pica,Justice NOW for DR Congo!,"Help us create a civilian-based, independently-funded Congo Tribunal.",Human Rights,"€2,585 EUR raised 3%",Ended
58,https://www.indiegogo.com/projects/girlsonboards-paddle-boarding-with-a-purpose/pica,GirlsOnBoards: Paddle Boarding with a Purpose,Raising funds for 10 Paddle Boards to launch our teen empowerment & woman's leadership retreats.,Human Rights,"$2,101 USD raised 24%",Ended
59,https://www.indiegogo.com/projects/cic-alternative-gifts-fair/pica,CIC Alternative Gifts Fair!,Give the gifts of hope for local community work in honor of your loved ones!,Human Rights,"$3,025 USD raised 43%",Ended
60,https://www.indiegogo.com/projects/blankets-for-the-homeless--7/pica,Blankets for the Homeless,Giving a since of warmth and home to people who are living on my streets.,Human Rights,$207 USD raised 17%,Ended
61,https://www.indiegogo.com/projects/monetary-system-of-we-the-people/pica,Monetary System Of We The People,Groundbreaking alternate monetary system designed to serve the people. Come see the future!,Human Rights,$400 USD raised 0%,Ended
62,https://www.indiegogo.com/projects/the-rwando-congolese-dialogue/pica,The Rwando-Congolese Dialogue,"The Rwando-Congolese Dialogue, Goma, Democratic Republic of Congo August 21-23",Human Rights,"$2,475 USD raised 41%",Ended
63,https://www.indiegogo.com/projects/lambeth-nut-supporting-the-calais-refugees/pica,Lambeth NUT supporting the Calais Refugees,The Lambeth branch of the NUT collecting supplies and donations for refugees in Calais.,Human Rights,£80 GBP raised 16%,Ended
64,https://www.indiegogo.com/projects/wales-supports-refugees-cefnogi-ffoaduriaid/pica,Wales Supports Refugees - Cefnogi Ffoaduriaid,We are sending a container to refugees in Kos /// Rydym yn anfon container i ffoaduriaid yn Kos.,Human Rights,"£1,045 GBP raised 21%",Ended
65,https://www.indiegogo.com/projects/slavefreetrade/pica,slavefreetrade,We will lift 45 million people out of slavery,Human Rights,$400 USD raised 0%,Ended
66,https://www.indiegogo.com/projects/fresno-resistance-legal-fund/pica,Fresno Resistance Legal Fund,Help us raise bail and legal funds to support our work!,Human Rights,"$3,650 USD raised 52%",Ended
67,https://www.indiegogo.com/projects/william-mary-hult-prize-team/pica,William & Mary Hult Prize Team,"Fund our trip to San Francisco, to compete in the International Hult Prize Regional Competition!",Human Rights,$750 USD raised 21%,Ended
68,https://www.indiegogo.com/projects/emergent-abundance-farming-collective/pica,Emergent Abundance Farming Collective,We create an abundance of food and ecological habitat to share with the local community.,Human Rights,"$1,725 USD raised 17%",Ended
69,https://www.indiegogo.com/projects/freeset-freedom-starts-here/pica,Freeset:  Freedom Starts Here,"Buy A Brick, Set Her Free.
Bring freedom to women oppressed by sex slavery.",Human Rights,"$42,897 USD raised 21%",Ended
